0,0.11387,0.0098778,0,0.0005875,0.069664,0.00031856,7.04E-05,0.11034,0.0097699,0,0.00074,0.00074,0.09334
1,0.088895,0.011511,0,0.14403,0.19516,0.077289,0.01573,0.08866,0.017998,0,0.00149,0.00149,0.08659
2,0.073751,0.0097789,0,0.24677,0.35968,0.16983,0.040865,0.07182,0.01011,0,0.0022398,0.0022398,0.07984
3,0.068321,0.0086008,0,0.30334,0.36572,0.20352,0.05377,0.070069,0.011858,0,0.0029893,0.0029893,0.073089
4,0.063247,0.0082609,0,0.41436,0.43775,0.36639,0.11009,0.065701,0.010461,0,0.0037385,0.0037385,0.066339
5,0.061355,0.0076919,0,0.51028,0.48518,0.46246,0.14597,0.059771,0.010591,0,0.0044872,0.0044872,0.059587
6,0.059248,0.0072351,0,0.57731,0.47708,0.48163,0.16752,0.05878,0.011314,0,0.0052353,0.0052353,0.052835
7,0.058441,0.007315,0,0.603,0.49358,0.50617,0.15169,0.060753,0.010346,0,0.0059828,0.0059828,0.046083
8,0.058664,0.007182,0,0.45957,0.4916,0.37149,0.10598,0.060825,0.010756,0,0.0067294,0.0067294,0.039329
9,0.057035,0.0071714,0,0.63447,0.5415,0.56186,0.1984,0.058279,0.0082274,0,0.007475,0.007475,0.032575
10,0.055485,0.0071107,0,0.66179,0.57065,0.61286,0.22561,0.05441,0.0085438,0,0.0082197,0.0082197,0.02582
11,0.056969,0.0068518,0,0.70246,0.60227,0.64067,0.22317,0.055902,0.0091596,0,0.0089632,0.0089632,0.019063
12,0.054292,0.0067201,0,0.68197,0.52372,0.58562,0.20574,0.057013,0.0066869,0,0.0097054,0.0097054,0.012305
13,0.054638,0.0066653,0,0.71512,0.54051,0.5948,0.23094,0.053064,0.0078493,0,0.0099584,0.0099584,0.0099584
14,0.053621,0.0065224,0,0.54814,0.51581,0.48969,0.14606,0.061287,0.0094494,0,0.0099584,0.0099584,0.0099584
15,0.056226,0.0067827,0,0.63261,0.53086,0.57244,0.19511,0.058791,0.0072279,0,0.0099517,0.0099517,0.0099517
16,0.054521,0.0066689,0,0.67707,0.62983,0.64172,0.21984,0.054257,0.0067399,0,0.0099446,0.0099446,0.0099446
17,0.051769,0.0065913,0,0.70002,0.62599,0.67147,0.24955,0.05167,0.0072431,0,0.009937,0.009937,0.009937
18,0.052374,0.0065803,0,0.72094,0.62698,0.66442,0.2367,0.051016,0.007664,0,0.0099289,0.0099289,0.0099289
19,0.051467,0.0064593,0,0.68343,0.53438,0.57648,0.24689,0.051518,0.0086556,0,0.0099203,0.0099203,0.0099203
20,0.05239,0.0063299,0,0.76355,0.63933,0.68496,0.25121,0.051418,0.0068391,0,0.0099112,0.0099112,0.0099112
21,0.051035,0.0065791,0,0.72495,0.61611,0.64295,0.22091,0.052497,0.0067742,0,0.0099017,0.0099017,0.0099017
22,0.050665,0.0064047,0,0.44724,0.292,0.31075,0.12232,0.060703,0.0085505,0,0.0098916,0.0098916,0.0098916
23,0.050405,0.0064322,0,0.63965,0.55978,0.56662,0.19734,0.05335,0.0081384,0,0.0098811,0.0098811,0.0098811
24,0.052946,0.006521,0,0.7261,0.53964,0.62052,0.22551,0.053253,0.0068688,0,0.0098701,0.0098701,0.0098701
25,0.050498,0.006336,0,0.66619,0.60623,0.62617,0.25494,0.049538,0.007169,0,0.0098586,0.0098586,0.0098586
26,0.04962,0.0062649,0,0.77485,0.68775,0.74373,0.27374,0.049398,0.0060204,0,0.0098467,0.0098467,0.0098467
27,0.049694,0.0062042,0,0.76273,0.64032,0.69376,0.23868,0.054458,0.0063646,0,0.0098342,0.0098342,0.0098342
28,0.048853,0.0061859,0,0.60838,0.48518,0.50401,0.20176,0.053354,0.01062,0,0.0098213,0.0098213,0.0098213
29,0.048898,0.0061983,0,0.62898,0.4858,0.48512,0.17129,0.062818,0.0082164,0,0.0098079,0.0098079,0.0098079
30,0.049455,0.0061098,0,0.70342,0.61639,0.66207,0.2402,0.051716,0.0069323,0,0.0097941,0.0097941,0.0097941
31,0.049607,0.0064577,0,0.77257,0.70156,0.73658,0.29276,0.048646,0.0061338,0,0.0097798,0.0097798,0.0097798
32,0.0486,0.0060055,0,0.78845,0.63527,0.70268,0.25746,0.0513,0.0063522,0,0.009765,0.009765,0.009765
33,0.048252,0.0061994,0,0.68517,0.63488,0.63786,0.22349,0.052567,0.0073943,0,0.0097497,0.0097497,0.0097497
34,0.04862,0.0060082,0,0.79752,0.70702,0.75997,0.3008,0.047507,0.0059383,0,0.009734,0.009734,0.009734
35,0.048177,0.0060302,0,0.73201,0.6082,0.64163,0.23671,0.05136,0.007976,0,0.0097178,0.0097178,0.0097178
36,0.048884,0.0059571,0,0.80049,0.66996,0.72669,0.27726,0.04946,0.0061221,0,0.0097011,0.0097011,0.0097011
37,0.047935,0.0061073,0,0.75583,0.70059,0.73061,0.27667,0.048645,0.0061486,0,0.009684,0.009684,0.009684
38,0.048072,0.0058327,0,0.76548,0.65514,0.71843,0.29873,0.048657,0.0064187,0,0.0096664,0.0096664,0.0096664
39,0.047497,0.0060284,0,0.76814,0.64377,0.69289,0.26909,0.051565,0.0066707,0,0.0096484,0.0096484,0.0096484
40,0.047254,0.0059841,0,0.79113,0.63043,0.71028,0.29957,0.047323,0.0061086,0,0.0096299,0.0096299,0.0096299
41,0.046561,0.0059653,0,0.78035,0.70998,0.74227,0.29334,0.047151,0.0061573,0,0.009611,0.009611,0.009611
42,0.046885,0.0059635,0,0.75729,0.63975,0.69281,0.26274,0.049521,0.0064593,0,0.0095916,0.0095916,0.0095916
43,0.048885,0.0057524,0,0.73386,0.61018,0.68109,0.26318,0.051972,0.0075649,0,0.0095717,0.0095717,0.0095717
44,0.048564,0.0060915,0,0.78033,0.63933,0.6981,0.25821,0.050695,0.0064179,0,0.0095514,0.0095514,0.0095514
45,0.048269,0.0059637,0,0.79173,0.64984,0.71177,0.27341,0.050672,0.0064553,0,0.0095307,0.0095307,0.0095307
46,0.047758,0.0059361,0,0.77374,0.67076,0.72252,0.27472,0.04983,0.006094,0,0.0095095,0.0095095,0.0095095
47,0.047625,0.0060603,0,0.84875,0.65168,0.73658,0.27583,0.049284,0.0065577,0,0.0094879,0.0094879,0.0094879
48,0.048362,0.0061349,0,0.7277,0.64229,0.68022,0.2521,0.051831,0.0064248,0,0.0094659,0.0094659,0.0094659
49,0.046745,0.0058943,0,0.79124,0.66477,0.73039,0.2869,0.047822,0.00651,0,0.0094434,0.0094434,0.0094434
50,0.046414,0.0057379,0,0.76794,0.62401,0.69803,0.2916,0.049223,0.0064948,0,0.0094205,0.0094205,0.0094205
51,0.047098,0.0061009,0,0.80785,0.68231,0.73939,0.2913,0.048591,0.0064194,0,0.0093971,0.0093971,0.0093971
52,0.047224,0.005749,0,0.8068,0.63291,0.71649,0.2697,0.050474,0.0063495,0,0.0093733,0.0093733,0.0093733
53,0.046321,0.0058813,0,0.80121,0.71886,0.76754,0.30956,0.047182,0.0057602,0,0.0093491,0.0093491,0.0093491
54,0.045628,0.0059182,0,0.75891,0.68379,0.73189,0.31082,0.04716,0.0063099,0,0.0093245,0.0093245,0.0093245
55,0.046106,0.0059102,0,0.76651,0.65367,0.72062,0.30916,0.046477,0.0066899,0,0.0092995,0.0092995,0.0092995
56,0.047176,0.006146,0,0.75468,0.63982,0.68316,0.26644,0.050981,0.0064641,0,0.009274,0.009274,0.009274
57,0.045769,0.0057589,0,0.79449,0.64279,0.72145,0.29766,0.047798,0.006436,0,0.0092481,0.0092481,0.0092481
58,0.046369,0.0058724,0,0.79422,0.67935,0.741,0.3013,0.048479,0.0059976,0,0.0092219,0.0092219,0.0092219
59,0.046567,0.0057685,0,0.70112,0.63587,0.70421,0.2827,0.047177,0.0063922,0,0.0091952,0.0091952,0.0091952
60,0.046695,0.0057386,0,0.75759,0.68556,0.73244,0.30229,0.048829,0.0062736,0,0.0091681,0.0091681,0.0091681
61,0.046133,0.0058939,0,0.7959,0.6782,0.74514,0.31382,0.046698,0.0061166,0,0.0091406,0.0091406,0.0091406
62,0.045472,0.0057005,0,0.76849,0.6502,0.714,0.28979,0.048894,0.0062306,0,0.0091127,0.0091127,0.0091127
63,0.045967,0.0058608,0,0.77679,0.68874,0.73658,0.28485,0.048212,0.0070352,0,0.0090844,0.0090844,0.0090844
64,0.046399,0.0058619,0,0.70977,0.7001,0.71322,0.26614,0.050072,0.0067606,0,0.0090557,0.0090557,0.0090557
65,0.046117,0.0056146,0,0.65404,0.45504,0.50771,0.21428,0.050588,0.0088011,0,0.0090266,0.0090266,0.0090266
66,0.045907,0.0057338,0,0.79693,0.68832,0.75533,0.2991,0.047243,0.0058288,0,0.0089972,0.0089972,0.0089972
67,0.045263,0.0057792,0,0.76057,0.68528,0.73651,0.31236,0.046734,0.0062231,0,0.0089673,0.0089673,0.0089673
68,0.045673,0.0057939,0,0.78744,0.6996,0.74388,0.29536,0.048781,0.0058528,0,0.0089371,0.0089371,0.0089371
69,0.045812,0.0057815,0,0.74008,0.59929,0.65925,0.26524,0.049961,0.0071423,0,0.0089065,0.0089065,0.0089065
70,0.045398,0.0057919,0,0.82062,0.66677,0.74654,0.30334,0.048172,0.0058912,0,0.0088755,0.0088755,0.0088755
71,0.046678,0.0058418,0,0.80657,0.6778,0.75294,0.29463,0.048797,0.0059094,0,0.0088442,0.0088442,0.0088442
72,0.046734,0.0057131,0,0.80772,0.65584,0.7303,0.30826,0.047005,0.0059482,0,0.0088124,0.0088124,0.0088124
73,0.045271,0.0056876,0,0.77423,0.72727,0.77588,0.3223,0.046564,0.0057611,0,0.0087804,0.0087804,0.0087804
74,0.044619,0.0056289,0,0.77704,0.66749,0.71848,0.27456,0.049889,0.006204,0,0.0087479,0.0087479,0.0087479
75,0.04573,0.0056797,0,0.77897,0.67384,0.73047,0.30488,0.048463,0.0060357,0,0.0087151,0.0087151,0.0087151
76,0.045044,0.0056224,0,0.7923,0.69862,0.76595,0.31805,0.046339,0.005753,0,0.008682,0.008682,0.008682
77,0.047422,0.0055861,0,0.79952,0.67441,0.73716,0.3075,0.046523,0.0065267,0,0.0086485,0.0086485,0.0086485
78,0.045475,0.0055685,0,0.76749,0.65889,0.71519,0.26849,0.050561,0.006477,0,0.0086146,0.0086146,0.0086146
