               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1117,            0.010424,                   0,          0.00049445,            0.046937,          0.00026635,          5.9696e-05,              0.1098,            0.010138,                   0,             7.4e-05,             7.4e-05,            0.092674
